"region","site_code","transect","quadrat_meter","taxon_id","abundance_5.6","abundance_4.0","abundance_2.8","abundance_2.0","abundance_1.4","abundance_1.0","abundance_0.71","abundance_0.5","taxon_abundance_total","year","quadrat_unique_code","transect_unique_code","site_unique_code"
"BB","D","U2","m16","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.U2.m16.2020","BB.D.U2.2020","BB.D.2020"
"BB","D","U2","m16","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,12,"2020","BB.D.U2.m16.2020","BB.D.U2.2020","BB.D.2020"
"BB","D","U2","m16","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U2.m16.2020","BB.D.U2.2020","BB.D.2020"
"BB","D","U2","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U2.m16.2020","BB.D.U2.2020","BB.D.2020"
"BB","D","U2","m16","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U2.m16.2020","BB.D.U2.2020","BB.D.2020"
"BB","D","U3","m4","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,46,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,30,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,10,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,34,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,12,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,12,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Heptacarpus sitchensis",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Zygonemertes sp.",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Cumella vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Allorchestes angusta",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m4","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.D.U3.m4.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,78,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,23,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,15,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,33,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,87,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,65,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,9,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,7,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Exogone lourei",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","U3","m16","Grandidierella japonica",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.U3.m16.2020","BB.D.U3.2020","BB.D.2020"
"BB","D","L4","m4","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,31,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,161,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,12,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,72,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,200,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,34,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,4,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Zygonemertes sp.",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,16,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m4","Apolochus barnardi",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m4.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,197,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,421,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,22,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,4,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,95,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Zygonemertes sp.",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,15,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,64,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,11,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Apolochus barnardi",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Exogone lourei",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Cumella vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Leptochelia sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L4","m16","Allorchestes angusta",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L4.m16.2020","BB.D.L4.2020","BB.D.2020"
"BB","D","L5","m4","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,96,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,14,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,8,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,30,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,101,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,21,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Zygonemertes sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Exogone lourei",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Tubificid",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m4","Nereiphylla sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m4.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,337,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,14,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Alia carinata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,10,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,55,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Nereiphylla sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L5","m16","Apolochus barnardi",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L5.m16.2020","BB.D.L5.2020","BB.D.2020"
"BB","D","L6","m4","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,17,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,460,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,61,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,622,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,3,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,84,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,12,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Leptochelia sp.",NA,NA,NA,NA,NA,NA,NA,NA,3,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Emprosthopharynx gracilis",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Mitrella aurantiaca",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Eumida sanguinea",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,8,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,24,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Cumella vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Exogone lourei",NA,NA,NA,NA,NA,NA,NA,NA,3,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Zygonemertes sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m4","Tubificid",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m4.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,261,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,9,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,101,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,4,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,3,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,131,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Nudibranch",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Alia carinata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Mitrella aurantiaca",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Harmothoe imbricata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,14,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Ericthonius brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,13,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Eumida sanguinea",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Leptochelia sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","D","L6","m16","Apolochus barnardi",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.D.L6.m16.2020","BB.D.L6.2020","BB.D.2020"
"BB","A","U1","m4","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,9,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,3,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,15,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Paracerceis cordata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Heptacarpus sitchensis",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,6,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,7,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Zygonemertes sp.",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Leptochelia sp.",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Heptacarpus tenuissimus",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m4.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,25,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,7,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,13,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,32,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Uromunna ubiquita",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Allorchestes angusta",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,64,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,16,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Heptacarpus tenuissimus",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Pontogeneia rostrata",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Apolochus barnardi",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Cumella vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Leptochelia sp.",NA,NA,NA,NA,NA,NA,NA,NA,3,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U1","m16","Exogone lourei",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U1.m16.2020","BB.A.U1.2020","BB.A.2020"
"BB","A","U2","m4","Ampithoe lacertosa",NA,NA,NA,NA,NA,NA,NA,NA,59,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Allorchestes angusta",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Aoroides columbiae",NA,NA,NA,NA,NA,NA,NA,NA,15,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Monocorophium insidiosum",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Platynereis bicanaliculata",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Photis brevipes",NA,NA,NA,NA,NA,NA,NA,NA,7,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Pentidotea resecata",NA,NA,NA,NA,NA,NA,NA,NA,5,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Lacuna marmorata",NA,NA,NA,NA,NA,NA,NA,NA,2,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Caprella californica",NA,NA,NA,NA,NA,NA,NA,NA,7,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Heptacarpus sitchensis",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Ischyrocerus anguipes",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Exogone lourei",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
"BB","A","U2","m4","Tubificid",NA,NA,NA,NA,NA,NA,NA,NA,1,"2020","BB.A.U2.m4.2020","BB.A.U2.2020","BB.A.2020"
